Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1125,unrelated,unrelated,unrelated,2.65746990635e-07,1.6795038249e-08,3.98745982011e-07,0.999999284744
Michael Phelps’ alleged girlfriend says she was born intersex,618,unrelated,unrelated,unrelated,8.89480133992e-07,2.6485318827e-08,4.94786362992e-08,0.999999046326
Vogue’s Rat Infestation: Disturbing New Details,2064,agree,agree,discuss,0.425927460194,0.00398199027404,0.569612920284,0.000477587105706
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",1363,unrelated,unrelated,unrelated,2.08091296372e-05,6.75735577715e-07,6.87635838403e-06,0.999971628189
New iOS 8 bug can delete all of your iCloud documents,139,unrelated,unrelated,unrelated,1.08855635972e-06,2.68960747007e-08,4.22578352754e-07,0.999998450279
"Wildest Apple Watch rumor yet: 100,000 apps at launch",986,unrelated,unrelated,unrelated,5.3857906579e-08,2.15245652413e-08,2.84890256808e-06,0.999997019768
Sergeant-at-Arms stopped shooter on Parliament Hill,1568,unrelated,unrelated,unrelated,1.57087777097e-06,3.75717590373e-08,1.90118828414e-06,0.999996542931
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",1401,discuss,discuss,discuss,0.00597300613299,0.000122170342365,0.99389654398,8.23277423478e-06
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',320,unrelated,unrelated,unrelated,9.95542492888e-08,5.87660871076e-08,1.20180102385e-05,0.999987840652
Mexico prosecutor: Students not in 1st mass graves,1948,unrelated,unrelated,unrelated,1.16848063669e-07,8.4321367666e-09,2.27534223995e-06,0.999997615814
Audio recording allegedly captures moment Michael Brown was shot,1720,unrelated,unrelated,unrelated,2.24651071079e-08,1.20605383458e-08,2.95184531751e-06,0.999997019768
WHO investigates media reports ISIS fighters contracted Ebola,1574,unrelated,unrelated,unrelated,8.53786588095e-08,6.33051167043e-09,7.81954781814e-07,0.999999165535
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2302,unrelated,unrelated,unrelated,4.4396326615e-08,2.22435758701e-09,1.12299943567e-07,0.999999880791
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,214,unrelated,unrelated,unrelated,2.79387410984e-08,9.59641699438e-09,9.24409775394e-08,0.999999880791
High school student scores $72M playing the stock market,1987,discuss,discuss,agree,0.408884227276,0.274198502302,0.316711336374,0.000205906660995
James Foley remembered as 'brave and tireless' journalist,874,unrelated,unrelated,unrelated,7.08279821993e-06,2.50843953609e-07,4.07498464483e-06,0.999988555908
Islamic State using 'SCORPION bombs' to terrorise victims,1720,unrelated,unrelated,unrelated,3.37021361929e-07,1.37846543069e-08,1.00976853901e-06,0.999998688698
ISIS Getting Ebola,720,unrelated,unrelated,unrelated,7.26241111693e-08,6.53749793855e-07,8.49032767292e-06,0.999990820885
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",666,agree,agree,agree,0.948558211327,0.00153582473285,0.0495045110583,0.000401442783186
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,734,unrelated,unrelated,unrelated,1.04595208938e-07,5.85379034135e-08,1.81277997058e-08,0.999999761581
Video messaging service verifies timing of CNN audio recording,1299,unrelated,unrelated,unrelated,1.42740681497e-08,3.72886752587e-08,2.4894440287e-08,0.999999880791
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1372,unrelated,unrelated,unrelated,5.98895894655e-07,2.83210841445e-08,9.44982389228e-07,0.999998450279
Eggnog-chugging contest leads to hospital stay,2509,unrelated,unrelated,unrelated,6.59697832361e-07,2.61785650935e-08,5.46994533579e-06,0.999993801117
Obama: murder of James Foley 'shocks the conscience of the entire world',2127,unrelated,unrelated,unrelated,1.93431333173e-06,1.52282410681e-07,3.83066753784e-06,0.999994039536
Nasa questions whether crater in Nicaragua caused by meteorite,524,unrelated,unrelated,unrelated,5.75982603834e-08,1.25116690342e-08,2.43475881234e-07,0.999999642372
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1864,discuss,discuss,disagree,0.0804581567645,0.856179833412,0.0633538067341,8.18452099338e-06
Macaulay Culkin dead: Actor is victim of another death hoax,2022,unrelated,unrelated,unrelated,8.34406890249e-08,6.37149577543e-09,1.29237690771e-07,0.999999761581
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1125,unrelated,unrelated,unrelated,3.8099642552e-07,6.52622205166e-08,7.44962335375e-07,0.999998807907
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",139,unrelated,unrelated,unrelated,1.63063100445e-06,4.74425512209e-08,1.83588372238e-06,0.999996542931
Robot security guards now patrolling Microsoft's Silicon Valley campus,2288,unrelated,unrelated,unrelated,7.17617149348e-05,6.48434570394e-06,6.96071538187e-06,0.999914765358
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",2033,unrelated,unrelated,unrelated,2.49734085855e-07,8.69134524351e-08,3.3761094187e-07,0.999999284744
ISIL Beheads American Photojournalist in Iraq,139,unrelated,unrelated,unrelated,8.36532344692e-05,3.35130721396e-07,4.31700791523e-05,0.999872803688
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",465,unrelated,unrelated,unrelated,5.41922133834e-07,2.27379430839e-08,2.29362649407e-06,0.999997138977
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",731,unrelated,unrelated,unrelated,4.40534222435e-08,4.97534591304e-09,4.08301639254e-06,0.999995827675
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,1400,discuss,discuss,discuss,0.00294531043619,1.06192483145e-05,0.99703502655,9.05738124857e-06
"North Korean leader Kim Jong Un had ankle surgery, report says",1349,unrelated,unrelated,unrelated,1.25777299687e-09,2.96716118342e-09,3.86030069421e-06,0.999996185303
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1489,unrelated,unrelated,unrelated,1.12035323241e-07,1.41811540288e-08,1.61069294791e-06,0.999998211861
Michael Phelps’ alleged girlfriend says she was born intersex,1349,agree,agree,discuss,0.00354545423761,3.43425708706e-05,0.996416211128,3.96110954171e-06
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1821,discuss,discuss,discuss,1.91146282305e-05,8.01883379609e-06,0.999972701073,2.05258828601e-07
Boko Haram denies truce to release kidnapped schoolgirls,171,unrelated,unrelated,unrelated,1.04924239963e-07,4.24535890886e-08,5.02190378029e-05,0.999949574471
Saudi cleric condemns snowmen as anti-Islamic,1950,unrelated,unrelated,unrelated,7.40132975352e-07,2.46375932988e-08,2.11837999586e-07,0.999999046326
"No, there aren’t any Ebola cases in Iraq",2003,discuss,discuss,agree,0.513795793056,0.000424172874773,0.485751241446,2.87735965685e-05
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,570,unrelated,unrelated,unrelated,2.01163130598e-09,1.23759635873e-09,1.06493587282e-06,0.999998927116
Missing Planes,1958,discuss,discuss,discuss,0.0016240705736,1.31050774144e-06,0.998366296291,8.36759954836e-06
Islamic State militants claim to behead missing American journalist,1372,unrelated,unrelated,unrelated,7.78289646064e-08,3.72531985704e-07,0.00896998122334,0.991029500961
Boko Haram ceasefire ignored as violence flares in Borno state,2139,disagree,disagree,discuss,0.00275684986264,0.0224708616734,0.973988234997,0.000784086820204
Tropical spider 'burrowed under man's skin through scar' - video report,1888,unrelated,unrelated,unrelated,3.92004011474e-08,3.36387770972e-08,5.82381153436e-06,0.999994158745
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1958,agree,agree,discuss,0.318746745586,6.36609402136e-05,0.681185662746,3.94329981646e-06
ISIS Appears To Behead American Photojournalist In YouTube Video,1261,unrelated,unrelated,unrelated,1.32871003089e-08,9.20939910998e-08,5.17446096637e-06,0.999994754791
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,913,unrelated,unrelated,unrelated,2.23504930119e-08,4.95935694289e-07,1.15337807074e-05,0.999987959862
Soldier shot near Canadian parliament building,1574,unrelated,unrelated,unrelated,7.01958526861e-07,2.95886226631e-09,1.47776660242e-07,0.999999165535
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1358,unrelated,unrelated,unrelated,0.00128395657521,8.20779750939e-05,9.31029062485e-05,0.998540878296
Eyewitness Says Viral Video of Homeless Man Was Staged,1934,unrelated,unrelated,unrelated,3.85448572615e-07,1.22197235441e-07,3.4087761378e-06,0.999996066093
"Islamic State leader's family detained by Lebanon, officials say",2268,discuss,discuss,discuss,7.72585553932e-05,5.6540065998e-05,0.99982303381,4.31963417213e-05
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',730,unrelated,unrelated,unrelated,2.4788630526e-07,5.26317194272e-08,5.44088607057e-06,0.999994277954
Apple may launch 12-inch MacBook Air with Retina Display,1234,unrelated,unrelated,unrelated,1.38340547906e-08,3.39638965841e-08,2.12784911469e-07,0.999999761581
Bali spider burrows under Aussie’s chest,986,disagree,disagree,discuss,0.209589272738,0.0158132910728,0.774569451809,2.80259555439e-05
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2377,unrelated,unrelated,unrelated,2.5044917038e-06,1.08668689336e-06,3.03846013594e-06,0.99999332428
"Nun gives birth, intends to keep baby",534,discuss,discuss,agree,0.887526929379,8.41084038257e-05,0.112386986613,1.94461722458e-06
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1948,unrelated,unrelated,unrelated,1.35534691026e-07,1.26695569591e-08,7.23304424355e-07,0.999999165535
"No, a bird didn't poop on Vladimir Putin",720,unrelated,unrelated,unrelated,2.31222912817e-07,9.40984477893e-07,1.97508825295e-06,0.999996900558
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,2421,unrelated,unrelated,unrelated,2.83852870098e-08,7.4167587627e-09,1.21588163893e-06,0.999998807907
Everyone chill! Banksy has NOT been arrested,2412,unrelated,unrelated,unrelated,4.36698719568e-05,6.65112338538e-07,6.37730117887e-05,0.999891877174
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1372,unrelated,unrelated,unrelated,6.78639224816e-08,7.15517911587e-09,1.62105043273e-05,0.999983668327
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1572,unrelated,unrelated,unrelated,2.28887245157e-07,7.5464714655e-07,1.97854024009e-06,0.999997019768
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1597,discuss,discuss,discuss,0.000483353622258,5.06791584485e-05,0.998184621334,0.00128134177066
Texas City plumber's truck ends up in Syrian war,1299,unrelated,unrelated,unrelated,2.58289141186e-08,6.48287867833e-09,1.79707857484e-08,1.0
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1223,unrelated,unrelated,unrelated,1.2280966466e-08,1.34201023627e-08,1.38511495607e-06,0.999998569489
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1029,unrelated,unrelated,unrelated,1.7605751168e-07,6.14685147227e-09,3.74112414647e-06,0.999996066093
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1349,unrelated,unrelated,unrelated,1.63821067822e-10,1.4284483596e-09,6.69222970373e-07,0.999999284744
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,530,unrelated,unrelated,unrelated,4.14827439954e-07,1.28751409534e-07,1.10596756713e-05,0.999988436699
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",986,unrelated,unrelated,unrelated,6.90919677027e-08,3.67873873586e-08,6.25884339911e-08,0.999999880791
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,214,unrelated,unrelated,unrelated,3.31705400924e-08,4.36729896691e-09,3.08613834932e-07,0.999999642372
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1408,unrelated,unrelated,unrelated,7.997059015e-08,4.96043014664e-07,1.12217016124e-07,0.999999284744
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,2377,discuss,discuss,discuss,0.0890868827701,0.00359649118036,0.906886339188,0.000430273532402
Apple may launch 12-inch MacBook Air with Retina Display,2509,unrelated,unrelated,unrelated,3.9061880841e-08,1.55448294237e-08,3.63291428584e-06,0.999996304512
'Hairgate': iPhone hit by new social media storm,1787,unrelated,unrelated,unrelated,2.02301464469e-07,5.65425786192e-08,4.86964745505e-06,0.999994874001
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1103,unrelated,unrelated,unrelated,2.56707934909e-08,1.96027272636e-07,2.66926372205e-06,0.999997138977
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",365,unrelated,unrelated,unrelated,2.24416041306e-08,6.19889362952e-07,2.39829649473e-08,0.999999284744
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,614,discuss,discuss,discuss,0.051876205951,0.0126160867512,0.935151278973,0.000356426695362
Cannibal mum tries to EAT her own baby shortly after giving birth,867,unrelated,unrelated,unrelated,3.36897869602e-07,2.58736179148e-08,2.26090128308e-06,0.999997377396
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1574,unrelated,unrelated,unrelated,1.64233682654e-07,6.46989795072e-09,1.32656384721e-06,0.999998450279
Mass grave found after 40 students disappear in Mexican protest,983,discuss,discuss,discuss,6.41960577923e-05,8.42958106659e-05,0.999850749969,7.8346738519e-07
New policy could reduce marijuana possession arrests,2163,discuss,discuss,discuss,0.000596917117946,6.60746536596e-06,0.999396085739,3.59970272257e-07
Islamic State using 'SCORPION bombs' to terrorise victims,1574,unrelated,unrelated,unrelated,2.03394961318e-06,3.53940698972e-08,1.66158415027e-07,0.999997735023
Mystery man slaps shoppers around head for sneezing,171,unrelated,unrelated,unrelated,6.80728021507e-07,3.5925921793e-08,2.31140393225e-06,0.999997019768
Isilkulskom student has gained superhero powers after shock,1299,unrelated,unrelated,unrelated,2.56295720646e-07,3.49600277616e-08,4.4966455448e-07,0.999999284744
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1948,unrelated,unrelated,unrelated,9.10987728275e-06,1.09781694846e-06,0.0301035735756,0.969886243343
Apple Orders More Than 5 Million Watches for Initial Run,676,unrelated,unrelated,unrelated,7.51854486225e-07,3.38777645936e-08,1.80045674369e-06,0.999997377396
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,214,unrelated,unrelated,unrelated,1.06254908872e-07,1.0613272039e-08,1.080023182e-07,0.999999761581
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1720,unrelated,unrelated,unrelated,1.09720680541e-07,1.49377381575e-08,1.08198399573e-07,0.999999761581
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1358,unrelated,unrelated,unrelated,4.10878243429e-07,2.41566926462e-08,1.35361073461e-08,0.999999523163
Dog found abandoned at Scottish train station with suitcase of belongings,144,unrelated,unrelated,unrelated,3.7517102669e-07,4.55820803325e-08,3.15070701618e-06,0.999996423721
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1125,unrelated,unrelated,unrelated,7.83763027812e-08,1.22171295303e-08,1.84370534839e-07,0.999999761581
Rapper identified as James Foley's executioner: reports,1303,unrelated,unrelated,unrelated,1.18039409358e-08,1.43613334558e-08,9.9213627891e-07,0.999998927116
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2314,unrelated,unrelated,unrelated,6.7730169917e-08,1.00030369765e-07,5.47914760318e-06,0.999994397163
"Nun gives birth, intends to keep baby",524,unrelated,unrelated,unrelated,9.95772069246e-08,7.4570598585e-09,7.90588330801e-07,0.999999046326
Google Grows With $1.6 Billion in California Office Deals,720,unrelated,unrelated,unrelated,3.31365939132e-08,3.09254879483e-08,1.87059356449e-06,0.999998092651
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1346,discuss,discuss,discuss,0.222178637981,8.25670431368e-05,0.777691483498,4.72961219202e-05
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1446,discuss,discuss,discuss,0.0103716021404,0.00878514349461,0.980818510056,2.48056658165e-05
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",450,unrelated,unrelated,unrelated,5.78353507308e-08,5.89269966156e-09,8.81746302639e-07,0.999999046326
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",524,unrelated,unrelated,unrelated,2.16884785686e-08,2.58868948499e-09,1.62030829642e-07,0.999999761581
American Predator Drone Circling Islamic State’s Stronghold,1400,unrelated,unrelated,unrelated,1.24727293382e-07,3.13937817964e-07,4.64474987893e-06,0.999994874001
Kim Jong-Un 'Has Difficulty Walking And Needs About 100 Days To Recuperate',570,unrelated,unrelated,unrelated,1.56374180271e-09,1.51217993682e-09,2.91083097181e-07,0.999999761581
Lego letter to parents in 1974 on gender equality still resonates 40 years on,2412,unrelated,unrelated,unrelated,4.55415874967e-06,4.91017715376e-07,1.09250258902e-05,0.999984025955
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",731,unrelated,unrelated,unrelated,4.44832636504e-07,4.0703341142e-08,0.00261226971634,0.997387230396
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2067,agree,agree,agree,0.922227919102,3.88198532164e-05,0.0776920095086,4.12977133237e-05
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1916,discuss,discuss,discuss,0.000134514455567,6.76230920362e-05,0.999758303165,3.95903116441e-05
Star Wars VII for a New SUMMER Release Date!?,1349,unrelated,unrelated,unrelated,7.50624185031e-09,1.83896786687e-09,3.7599636471e-06,0.999996185303
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,734,unrelated,unrelated,unrelated,6.6041722091e-10,1.50061529869e-09,8.25792483283e-08,0.999999880791
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",2268,discuss,discuss,discuss,0.000371044210624,8.66344053065e-05,0.999535322189,7.04904869053e-06
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",2377,unrelated,unrelated,unrelated,2.54653951259e-08,3.99465790224e-07,1.22481750964e-07,0.999999403954
Journalist James Wright Foley reportedly beheaded by ISIS,1948,discuss,discuss,discuss,9.82823166851e-07,1.40058105558e-07,0.999973773956,2.51481942541e-05
Electric shock turns Russian boy into Marvel's Magneto,1372,unrelated,unrelated,unrelated,3.77534229301e-06,1.36331820499e-07,5.63129788134e-06,0.999990463257
Lebanon confirms holding ISIS chief’s kin,365,unrelated,unrelated,unrelated,1.36932669648e-07,3.96754927579e-07,1.72096520146e-07,0.999999284744
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1400,unrelated,unrelated,unrelated,7.52417179228e-07,5.24861775375e-07,2.75785055237e-06,0.999995946884
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",1400,agree,agree,agree,0.989937067032,0.000226273172302,0.00982724223286,9.35382195166e-06
Jilted lover chops off his penis after girlfriend dumps him,1799,agree,agree,agree,0.98540943861,1.12989737318e-05,0.0145789003,4.21928206151e-07
Video shows ISIL beheading of photojournalist James Foley,139,unrelated,unrelated,unrelated,3.60475451089e-06,4.80715272033e-08,5.2846971812e-06,0.999991059303
Apple’s next MacBook could be a 12-inch MacBook Air,1863,unrelated,unrelated,unrelated,2.11769688008e-07,4.42765610842e-07,4.22690192181e-07,0.999998927116
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,714,unrelated,unrelated,unrelated,2.6685049761e-06,1.68795736499e-06,0.00629400741309,0.993701696396
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",169,unrelated,unrelated,unrelated,2.6162953759e-07,5.02012120762e-08,1.37098908226e-07,0.999999523163
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2009,unrelated,unrelated,unrelated,2.10552606461e-08,1.01033306166e-08,3.37413410989e-07,0.999999642372
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,530,unrelated,unrelated,unrelated,3.3390815446e-08,9.80783276816e-09,8.01300430453e-08,0.999999880791
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1554,agree,agree,discuss,0.365649461746,0.000106322717329,0.629671037197,0.00457313656807
CNN Plays Alleged Recording of Michael Brown Shooting,2434,discuss,discuss,discuss,2.36802111431e-06,3.46314072885e-06,0.999905586243,8.85232875589e-05
Texas plumber's truck on front line of Syria war,2314,unrelated,unrelated,unrelated,1.93760638467e-06,1.19503837936e-07,5.60611738365e-07,0.999997377396
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2330,unrelated,unrelated,unrelated,4.54157849106e-08,2.28083596454e-09,1.63064328262e-07,0.999999761581
Boko Haram denies ceasefire claim by Nigeria's government,1125,unrelated,unrelated,unrelated,2.28742678132e-07,2.34630874729e-08,3.5505107121e-07,0.999999403954
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,2272,unrelated,unrelated,unrelated,5.0817291708e-08,1.06184323556e-08,4.2409277512e-07,0.999999523163
Missing American journalist reportedly beheaded by Islamic State ,991,discuss,discuss,discuss,4.08241447758e-07,4.9397596058e-07,0.999917626381,8.1474565377e-05
Shots Heard In Alleged Brown Shooting Recording [AUDIO],450,unrelated,unrelated,unrelated,3.67742991614e-09,2.7841309258e-09,7.33303295419e-07,0.999999284744
God Is A Woman – Resurrected Father Narated,34,unrelated,unrelated,unrelated,1.94967401512e-06,3.45135418911e-07,1.75017839865e-06,0.999995946884
Watch marine take sniper shot to the head and live,860,unrelated,unrelated,unrelated,2.52184662486e-07,3.1574064252e-08,1.96295616206e-07,0.999999523163
"North Korean leader Kim Jong Un had ankle surgery, report says",524,unrelated,unrelated,unrelated,1.15391918243e-09,1.81144044209e-09,6.82654558659e-07,0.999999284744
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,107,unrelated,unrelated,unrelated,4.82900119891e-09,5.98373350869e-09,1.73592979991e-06,0.999998211861
New iOS 8 bug can delete all of your iCloud documents,2385,unrelated,unrelated,unrelated,7.66270460417e-08,6.16693185407e-09,1.97274928837e-07,0.999999761581
